Composition,Target_Job_Length,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Total_Failed_Jobs,Failure_Rate_Actual_%,Total_Wasted_CPU_Time_s,Total_Wasted_Wall_Time_s,Total_Wasted_Network_MB,Avg_CPU_Per_Failure_s,Avg_Wall_Per_Failure_s,Avg_Network_Per_Failure_MB,Max_CPU_Per_Failure_s,Max_Wall_Per_Failure_s,Max_Network_Per_Failure_MB
1,15m,0.001654,9.686695,604.765029,0.449219,0.264040,0.297781,1,40443,1981,38462,1981,5.150538,15458.583984,2395.167969,0.000000,7729.291992,1197.583984,0.000000,7729.291992,1197.583984,0.000000
1,30m,0.001892,8.462301,528.660888,0.449219,0.264040,0.297781,1,20195,964,19231,964,5.012740,30617.167969,4190.335938,0.000000,15308.583984,2095.167969,0.000000,15308.583984,2095.167969,0.000000
1,1h,0.002040,7.839638,490.213456,0.449172,0.264040,0.297781,1,10058,461,9597,461,4.803584,61050.940430,7794.480859,0.000000,30525.470215,3897.240430,0.000000,30525.470215,3897.240430,0.000000
1,2h,0.002122,7.537196,471.338499,0.449219,0.264040,0.297781,1,5024,230,4794,230,4.797664,121918.485352,15002.770703,0.000000,60959.242676,7501.385352,0.000000,60959.242676,7501.385352,0.000000
1,4h,0.002169,7.357070,460.972242,0.449219,0.264040,0.297781,1,2502,105,2397,105,4.380476,243536.970703,29405.541406,0.000000,121768.485352,14702.770703,0.000000,121768.485352,14702.770703,0.000000
1,8h,0.002189,7.296669,456.739241,0.449219,0.264040,0.297781,1,1254,55,1199,55,4.587156,486890.545898,58224.891797,0.000000,243445.272949,29112.445898,0.000000,243445.272949,29112.445898,0.000000
1,12h,0.002201,7.248383,454.426074,0.449219,0.264040,0.297781,1,833,34,799,34,4.255319,730244.121094,87044.242188,0.000000,365122.060547,43522.121094,0.000000,365122.060547,43522.121094,0.000000
1,24h,0.002205,7.240796,453.417232,0.449219,0.264040,0.297781,1,418,18,400,18,4.500000,1460304.846680,173502.293359,0.000000,730152.423340,86751.146680,0.000000,730152.423340,86751.146680,0.000000
2,15m,0.001753,9.190412,570.445124,0.514642,0.632755,0.649521,2,40429,1980,38449,1980,5.149679,17325.567480,3249.034961,571.289062,5775.189160,1083.011654,190.429688,7744.487842,1137.925684,571.289062
2,30m,0.001961,8.215106,509.966958,0.514752,0.632755,0.649521,2,20190,964,19226,964,5.014043,34381.134961,5958.069922,1142.578125,11460.378320,1986.023307,380.859375,15368.975684,2035.851367,1142.578125
2,1h,0.002086,7.716440,479.400313,0.513727,0.632755,0.649521,2,10057,460,9597,460,4.793165,61352.307129,7677.114258,0.000000,30676.153564,3838.557129,0.000000,30676.153564,3838.557129,0.000000
2,2h,0.002154,7.475626,464.324560,0.514997,0.632755,0.649521,2,5025,229,4796,229,4.774812,137063.753027,22253.406055,4570.312500,45687.917676,7417.802018,1523.437500,61290.509326,7443.968652,4570.312500
2,4h,0.002193,7.327154,456.036794,0.512695,0.632755,0.649521,2,2503,105,2398,105,4.378649,244922.037305,29295.874609,0.000000,122461.018652,14647.937305,0.000000,122461.018652,14647.937305,0.000000
2,8h,0.002209,7.281994,452.768056,0.512695,0.632755,0.649521,2,1256,55,1201,55,4.579517,489604.074609,58111.749219,0.000000,244802.037305,29055.874609,0.000000,244802.037305,29055.874609,0.000000
